Query_1	chr1	100.000	23	0	0	1	23	33834	33856	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	72483	72505	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	204350	204372	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	7412066	7412088	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	12730922	12730944	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	14073708	14073730	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	14963939	14963961	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	17807699	17807677	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	18011260	18011238	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	18451921	18451899	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	18462738	18462716	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	23851712	23851690	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	27385015	27384993	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	29887746	29887724	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	30155403	30155425	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	34717673	34717695	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	35798478	35798500	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	36779993	36780015	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	37375330	37375352	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	37738856	37738834	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	38424394	38424416	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	38629460	38629482	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	38845330	38845308	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	40455914	40455936	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	40578828	40578806	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	41211871	41211849	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	42569831	42569809	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	45101745	45101723	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	45290404	45290382	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	46654848	46654870	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	46734357	46734335	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	47159963	47159941	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	47691510	47691532	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	48323273	48323251	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	49116528	49116550	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	49133093	49133071	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	49314539	49314561	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	49602547	49602525	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	50081987	50082009	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	51894967	51894945	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	54443262	54443284	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	56274531	56274509	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	56595937	56595959	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	56734517	56734495	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	56887838	56887816	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	58563947	58563925	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	58801452	58801474	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	59576254	59576232	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	59838002	59838024	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	59882633	59882655	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	60066986	60067008	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	61573689	61573711	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	62000505	62000527	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	62520957	62520935	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	62567402	62567380	2.33e-05	46.1
Query_1	chr1	100.000	23	0	0	1	23	62814300	62814278	2.33e-05	46.1
